"V2" "V3" "V4"
"HMEL016131g1" 177 691 608
"HMEL033670g1" 5 41 18
"HMEL032374g1" 0 0 0
"HMEL032230g1" 313 1146 1031
"HMEL031078g1" 212 598 565
"HMEL016131g2" 5 6 39
"HMEL017768g1" 62 120 121
"HMEL017624g1" 7 29 17
"HMEL016328g1" 0 0 0
"HMEL010821g1" 144 464 356
"HMEL009138g1" 615 2251 2583
"HMEL004595g1" 0 0 0
"HMEL001039g1" 33 197 216
"HMEL003155g1" 1 1 2
"HmGr68_1" 0 0 0
"HMEL033867g1" 91 400 279
"HMEL033723g1" 0 0 0
"HMEL032427g1" 2060 7764 2295
"HMEL004595g2" 2 0 3
"HMEL003155g2" 0 0 4
"HMEL037082g1" 0 4 0
"HMEL006588" 1 9 6
"HMEL003828g1" 0 3 55
"HMEL015673g1" 0 0 0
"HMEL014377g1" 18 40 15
"HMEL014233g1" 975 3355 3965
"HMEL037279g1" 379 1670 1530
"HMEL037135g1" 37 170 170
"HMEL031772g1" 2 1 1
"HMEL030476g1" 5 17 16
"HMEL030332g1" 0 0 0
"HMEL015726g1" 844 2312 1970
"HMEL009356g1" 0 12 16
"HMEL009212g1" 2 25 17
"HMEL008536g1" 5 9 2
"HMEL002553g1" 17 142 186
"HMEL002697g1" 530 1881 1653
"HMEL031969g1" 0 1 0
"HMEL031825g1" 1 7 0
"HMEL030529g1" 0 6 2
"HMEL015770" 2 40 7
"HMEL012282g1" 0 0 1
"HMEL002697g2" 249 692 640
"HMEL036480g1" 0 7 4
"HMEL035184g1" 399 2450 2219
"HMEL035040g1" 437 1549 624
"HMEL013775g1" 67 285 315
"HMEL012479g1" 215 1571 1358
"HMEL012335g1" 1 4 1
"HMEL010219g1" 25 73 70
"HMEL007261g1" 0 0 0
"HMEL037973g1" 0 0 0
"HMEL036677g1" 0 0 0
"HMEL036533g1" 296 1220 1366
"HMEL035237g1" 20 55 57
"HMEL007261g2" 6 15 6
"HMEL007261g3" 60 315 250
"HMEL008898g1" 1 5 4
"HMEL008754g1" 12 81 120
"HMEL006638g1" 196 836 676
"HMEL022117g1" 6 4 5
"HMEL017043g1" 814 1975 968
"HMEL011680g1" 46 123 92
"HMEL010384g1" 10 68 91
"HMEL008898g2" 3 11 19
"HMEL008754g2" 23 104 152
"HMEL034582g1" 0 1 0
"HMEL033286g1" 24 60 132
"HMEL033142g1" 0 0 0
"HMEL011733g1" 573 2742 3712
"HMEL010437g1" 180 769 917
"HMEL005363g1" 297 1482 1455
"HMEL035931g1" 4803 17415 12836
"HMEL034779g1" 0 3 5
"HMEL034635g1" 0 2 0
"HMEL033339g1" 83 245 175
"HMEL021462g1" 39 403 507
"HMEL020022g1" 1 1 5
"HMEL015092g1" 182 512 534
"HMEL015092g2" 0 5 1
"HMEL021515g1" 135 354 172
"HMEL016585g1" 179 894 1005
"HMEL016441g1" 132 704 658
"HMEL015289g1" 86 307 353
"HMEL015145g1" 139 531 503
"HMEL015001g1" 445 1634 1598
"HMEL038047g1" 306 961 1087
"HMEL033980g1" 12 22 19
"HMEL032684g1" 25 99 85
"HMEL032540g1" 1 6 0
"HMEL031388g1" 213 1245 1093
"HMEL031244g1" 0 0 1
"HMEL031100g1" 658 2029 2138
"HMEL017934g1" 29 163 267
"HMEL016638g1" 17 58 28
"HMEL015818g1" 617 2754 2516
"HMEL009304g1" 251 597 572
"HMEL003321g1" 169 512 399
"HMEL032737g1" 0 0 0
"HMEL016638g2" 23 57 48
"HMEL014490g1" 61 298 312
"HMEL013194g1" 89 619 718
"HMEL013050g1" 555 2082 1565
"HMEL037392g1" 40 157 261
"HMEL036096g1" 82 232 209
"HMEL013050g2" 203 1354 1054
"HMEL009152" 15 46 73
"HMEL014543g1" 202 699 765
"HMEL013247g1" 1 0 4
"HMEL008173g1" 0 23 4
"HMEL037589g1" 0 1 0
"HMEL037445g1" 2 11 26
"HMEL037301g1" 0 0 0
"HMEL036149g1" 0 0 0
"HMEL036005g1" 0 0 0
"HMEL030786g1" 0 1 3
"HMEL030642g1" 0 0 0
"HMEL000050" 131 882 1006
"HMEL009522g1" 91 418 386
"HMEL009157" 0 7 8
"HMEL007406g1" 80 223 233
"HMEL002863g1" 0 0 0
"HMEL000053" 986 3989 3751
"HMEL030839g1" 6 59 0
"HMEL012592g1" 117 413 380
"HMEL011296g1" 321 1793 1576
"HMEL011152g1" 173 544 583
"HMEL009158" 0 17 10
"HMEL035494g1" 0 3 1
"HMEL035350g1" 270 1065 1317
"HMEL034198g1" 2 14 10
"HMEL034054g1" 0 0 1
"HMEL013941g1" 328 1104 960
"HMEL012789g1" 29 56 35
"HMEL012645g1" 54 319 406
"HMEL012501g1" 60 276 258
"HMEL011349g1" 151 999 935
"HMEL011205g1" 0 0 0
"HMEL010529g1" 22 135 165
"HMEL000058" 9 21 16
"HMEL006131g1" 47 230 186
"HMEL036987g1" 2 33 183
"HMEL036843g1" 749 868 1539
"HMEL035547g1" 78 533 551
"HMEL035403g1" 1640 7698 6645
"HMEL034107g1" 26 166 209
"HMEL011205g2" 0 0 0
"HMEL010529g2" 0 0 0
"HMEL011205g3" 0 0 0
"HMEL011205g4" 1 0 0
"HMEL011205g5" 0 0 0
"HMEL006948g1" 668 2193 1832
"HMEL022427g1" 0 1 1
"HMEL017353g1" 8 15 21
"HMEL016057g1" 8 2 13
"HMEL011990g1" 75 311 321
"HMEL011205g6" 0 0 1
"HMEL010694g1" 130 565 333
"HMEL034892g1" 37 248 110
"HMEL033596g1" 0 0 0
"HMEL033452g1" 2 19 31
"HMEL032156g1" 4 42 65
"HMEL032012g1" 1 3 0
"HMEL011205g7" 0 0 0
"HMEL011205g8" 0 0 0
"HMEL011205g9" 0 0 0
"HMEL017406g1" 12 40 84
"HMEL002117g1" 133 416 389
"HMEL004233g1" 2 12 911
"HMEL034945g1" 313 1253 1218
"HMEL034801g1" 416 1301 1017
"HMEL033649g1" 96 432 296
"HMEL033505g1" 113 1396 1546
"HMEL032209g1" 93 834 1173
"HMEL021772g1" 40 74 46
"HMEL038160g1" 23 73 49
"HMEL030061g1" 0 0 0
"HMEL016895g1" 295 684 656
"HMEL016751g1" 420 1421 1351
"HMEL015311g1" 120 475 447
"HMEL014159g1" 2690 8711 7761
"HMEL009085g1" 501 2021 1904
"HMEL038213g1" 0 0 0
"HMEL032994g1" 0 0 0
"HMEL032850g1" 126 458 432
"HMEL031698g1" 72 159 119
"HMEL031554g1" 0 0 0
"HMEL031410g1" 3 4 12
"HMEL030258g1" 0 6 11
"HMEL030114g1" 0 1 0
"HMEL025040g1" 459 1696 1216
"HMEL016895g2" 1517 4329 3130
"HMEL016751g2" 222 1592 1823
"HMEL016804g1" 1639 4808 4207
"HMEL009614g1" 3 13 18
"HMEL008318g1" 27 127 163
"HMEL003631g1" 109 614 686
"HMEL032903g1" 202 486 426
"HMEL031607g1" 3 7 17
"HMEL012064g1" 184 922 1985
"HMEL009614g2" 136 645 691
"HMEL008318g2" 1 3 21
"HMEL036262g1" 0 2 1
"HMEL008318g3" 0 1 3
"HMEL008318g4" 34 95 134
"HMEL014853g1" 1009 3661 3472
"HMEL013557g1" 0 0 1
"HMEL013413g1" 205 569 413
"HMEL012117g1" 22 104 132
"HMEL007043g1" 6 7 16
"HMEL037899g1" 0 0 0
"HMEL037755g1" 0 1 1
"HMEL037611g1" 0 0 0
"HMEL036459g1" 12 18 15
"HMEL036315g1" 1108 4616 4031
"HMEL035019g1" 2 0 1
"HMEL030952g1" 5 22 203
"HMEL006595" 5 1 4
"HMEL009976g1" 0 0 0
"HMEL007716g1" 1 18 4
"HMEL037808g1" 0 1 0
"HMEL018121g1" 0 1 2
"HMEL010166g1" 0 0 0
"HMEL010022g1" 143 505 535
"HMEL007716g2" 117 470 538
"HMEL035660g1" 0 1 0
"HMEL034364g1" 0 0 0
"HMEL034220g1" 0 0 0
"HMEL033068g1" 0 0 0
"HMEL007881g1" 1 1 4
"HMEL006441g1" 45 195 223
"HMEL003029g1" 1 1 0
"HMEL005001g1" 11 41 43
"HMEL005145g1" 4 0 0
"HMEL035857g1" 27 246 310
"HMEL035713g1" 0 0 1
"HMEL034417g1" 315 1188 640
"HMEL021388g1" 170 721 628
"HMEL016170g1" 10 59 35
"HMEL005145g2" 5 41 31
"HMEL004401" 630 1622 1422
"HMEL005818g1" 214 1569 1793
"HMEL016367g1" 429 1282 1319
"HMEL004490g1" 1167 3202 3163
"HMEL033762g1" 7 13 12
"HMEL032466g1" 0 4 1
"HMEL032322g1" 0 0 0
"HMEL031026g1" 78 198 109
"HMEL015783" 129 507 240
"HMEL015784" 8 15 11
"HMEL017716g1" 171 632 588
"HMEL003103g1" 42 226 289
"HMEL003247g1" 253 791 1109
"HMEL004687g1" 1 0 7
"HmGr16_1" 0 0 0
"HMEL033959g1" 105 488 439
"HMEL033815g1" 0 5 9
"HMEL032519g1" 17 28 123
"HMEL026005g1" 18 54 32
"HMEL014272g1" 460 2685 2785
"HMEL037174g1" 0 0 0
"HMEL037030g1" 0 0 0
"HMEL031191g1" 2 22 26
"HMEL030371g1" 0 0 2
"HMEL014272g2" 0 0 0
"HMEL015765g1" 133 609 712
"HMEL015621g1" 194 981 991
"HMEL014325g1" 12 33 38
"HMEL013029g1" 371 1230 1099
"HMEL012209g1" 79 401 280
"HMEL009251g1" 123 336 259
"HMEL008099g1" 110 255 257
"HMEL037227g1" 1465 9014 8065
"HMEL031864g1" 0 0 0
"HMEL031720g1" 0 3 2
"HMEL030568g1" 2 2 0
"HMEL030424g1" 0 22 7
"HMEL002645g1" 0 0 0
"HMEL002789g1" 221 608 598
"HMEL031917g1" 0 7 6
"HMEL013670g1" 40 184 216
"HMEL012374g1" 322 693 994
"HMEL011078g1" 14 38 30
"HMEL036572g1" 0 0 0
"HMEL035276g1" 115 416 264
"HMEL035132g1" 43 151 95
"HMEL013867g1" 21 62 64
"HMEL013723g1" 38 242 322
"HMEL012427g1" 49 248 146
"HMEL007353g1" 7 16 3
"HMEL037921g1" 0 0 0
"HMEL036769g1" 53 373 7
"HMEL036625g1" 313 891 706
"HMEL035329g1" 7 27 27
"HMEL022156g1" 8 87 98
"HMEL013867g2" 68 377 335
"HMEL022209g1" 17 146 222
"HMEL017135g1" 29 239 283
"HMEL036790g1" 39 170 155
"HMEL035970g1" 279 1137 999
"HMEL034674g1" 0 0 0
"HMEL034530g1" 0 1 1
"HMEL033378g1" 0 0 0
"HMEL033234g1" 0 0 43
"HMEL017808g1" 193 636 555
"HMEL011969g1" 499 2174 2327
"HMEL006895g1" 1 1 3
"HMEL006751g1" 511 1367 1395
"HMEL005311g1" 1033 4378 3977
"HMEL004015g1" 51 241 229
"HMEL034727g1" 0 0 0
"HMEL017808g2" 81 251 209
"HMEL016480g1" 207 750 914
"HMEL038086g1" 10 25 26
"HMEL031283g1" 1 9 2
"HMEL017973g1" 162 729 784
"HMEL016677g1" 11 66 70
"HMEL016533g1" 0 0 0
"HMEL015237g1" 56 307 341
"HMEL003360g1" 84 497 466
"HMEL038139g1" 0 0 1
"HMEL032776g1" 83 261 187
"HMEL032632g1" 0 2 0
"HMEL031336g1" 1 0 4
"HMEL017973g2" 442 1387 1257
"HMEL003557g1" 446 1936 1785
"HMEL004997g1" 0 3 7
"HMEL032829g1" 0 0 1
"HMEL013286g1" 59 599 809
"HMEL004997g2" 0 2 2
"HMEL037484g1" 4 17 31
"HMEL037340g1" 0 0 3
"HMEL036188g1" 2 2 7
"HMEL036044g1" 122 310 592
"HMEL030681g1" 287 1134 1202
"HMEL013286g2" 19 146 174
"HMEL015931g1" 12 10 7
"HMEL014779g1" 44 135 166
"HMEL014635g1" 2 1 0
"HMEL013339g1" 665 2466 1900
"HMEL009561g1" 216 1053 1162
"HMEL008265g1" 1 0 0
"HMEL008121g1" 3 6 4
"HMEL037537g1" 0 3 2
"HMEL030878g1" 0 0 1
"HMEL030734g1" 6 10 8
"HMEL015931g2" 2 0 1
"HMEL015931g3" 0 6 2
"HMEL015931g4" 9 5 1
"HMEL008938g1" 140 1072 906
"HMEL002811g1" 100 354 266
"HMEL002955g1" 0 0 0
"HMEL018047g1" 864 1772 1550
"HMEL012684g1" 0 0 0
"HMEL012540g1" 0 0 0
"HMEL011388g1" 143 729 649
"HMEL011244g1" 65 171 182
"HMEL006170g1" 13 50 42
"HMEL002955g2" 20 38 10
"HMEL036882g1" 0 0 0
"HMEL035586g1" 0 0 0
"HMEL035442g1" 10 102 123
"HMEL034146g1" 40 157 113
"HMEL034002g1" 0 0 0
"HMEL012540g2" 0 0 0
"HMEL002955g3" 0 0 0
"HMEL012540g3" 90 392 308
"HMEL012737g1" 0 2 1
"HMEL004107g1" 0 0 0
"HMEL006223g1" 105 441 284
"HMEL036935g1" 0 0 0
"HMEL035639g1" 0 0 0
"HMEL012737g2" 0 6 4
"HMEL004107g2" 58 364 300
"HMEL032195g1" 0 0 2
"HMEL032051g1" 0 0 0
"HMEL022519g1" 44 126 155
"HMEL017589g1" 180 421 350
"HMEL017445g1" 832 7192 7702
"HMEL016005g1" 82 396 432
"HMEL010786g1" 128 363 347
"HMEL010642g1" 0 5 6
"HMEL004272g1" 719 3651 3185
"HMEL034984g1" 0 0 0
"HMEL034840g1" 1 1 0
"HMEL033688g1" 0 0 6
"HMEL033544g1" 0 0 0
"HMEL033400g1" 53 198 257
"HMEL032248g1" 43 156 118
"HMEL032104g1" 4 19 18
"HMEL017589g2" 77 321 283
"HMEL003649g1" 220 816 924
"HMEL004469g1" 156 453 370
"HMEL021864g1" 0 13 6
"HMEL021720g1" 0 1 0
"HMEL016790g1" 2 13 7
"HMEL014198g1" 236 850 586
"HMEL031593g1" 0 1 0
"HMEL030297g1" 0 2 1
"HMEL030153g1" 1 12 11
"HMEL021917g1" 34 148 90
"HMEL016987g1" 1227 4323 803
"HMEL016843g1" 116 499 421
"HMEL015547g1" 1076 7309 6634
"HMEL014107g1" 131 468 478
"HMEL009177g1" 59 169 404
"HMEL003670g1" 0 0 0
"HMEL037009g1" 0 0 0
"HMEL032942g1" 0 6 4
"HMEL031646g1" 308 898 777
"HMEL031502g1" 0 2 0
"HMEL030206g1" 66 337 166
"HMEL015547g2" 0 9 7
"HMEL003723g1" 8 32 47
"HMEL003867g1" 120 425 413
"HMEL013596g1" 150 382 425
"HMEL013452g1" 84 375 366
"HMEL012156g1" 188 669 518
"HMEL007082g1" 0 0 21
"HMEL037794g1" 2 3 1
"HMEL037650g1" 54 132 11
"HMEL036498g1" 187 742 657
"HMEL036354g1" 0 0 0
"HMEL036210g1" 61 226 200
"HMEL035058g1" 2 0 0
"HMEL013452g2" 182 601 640
"HMEL014945g1" 1 21 11
"HMEL014801g1" 177 499 441
"HMEL013505g1" 62 342 413
"HMEL009871g1" 21 93 94
"HMEL008575g1" 0 1 0
"HMEL007279g1" 226 844 1034
"HMEL007135g1" 126 283 66
"HMEL037847g1" 0 0 0
"HMEL037703g1" 34 97 109
"HMEL036407g1" 93 267 120
"HMEL030900g1" 0 0 0
"HMEL014945g2" 4 22 18
"HMEL010061g1" 152 739 576
"HMEL009871g2" 152 561 618
"HMEL012850g1" 3 0 3
"HMEL011698g1" 13 62 13
"HMEL010114g1" 24 183 190
"HMEL005040g1" 68 450 506
"HMEL035896g1" 0 18 5
"HMEL035752g1" 31 162 50
"HMEL034456g1" 1 7 23
"HMEL034312g1" 87 313 261
"HMEL033016g1" 179 1012 911
"HMEL012903g1" 149 587 531
"HMEL011607g1" 260 1155 1228
"HMEL006533g1" 505 2353 2408
"HMEL005237g1" 0 0 0
"HMEL035949g1" 6 34 25
"HMEL035805g1" 0 0 0
"HMEL034509g1" 0 0 1
"HMEL022632g1" 150 689 655
"HMEL016262g1" 1025 4324 2738
"HMEL006533g2" 433 1809 1722
"HMEL033181g1" 2 4 54
"HMEL032361g1" 77 179 229
"HMEL031065g1" 147 494 542
"HMEL017899g1" 0 0 1
"HMEL017755g1" 25 158 159
"HMEL016459g1" 97 497 502
"HMEL010952g1" 5154 12144 8867
"HMEL003142g1" 2 7 6
"HMEL003286g1" 35 94 101
"HmGr55_1" 8 39 0
"HMEL033998g1" 46 250 197
"HMEL033854g1" 120 406 308
"HMEL033710g1" 0 0 0
"HMEL032558g1" 0 1 0
"HMEL032414g1" 36 62 20
"HMEL031118g1" 0 4 4
"HMEL010952g2" 2 3 25
"HMEL003286g2" 38 127 140
"HMEL005931g1" 33 121 33
"HMEL002519g1" 211 897 603
"HMEL004635g1" 0 1 1
"HMEL033907g1" 23 134 134
"HMEL015660g1" 466 1601 1358
"HMEL013068g1" 109 383 426
"HMEL002519g2" 190 705 894
"HMEL037266g1" 0 5 5
"HMEL037122g1" 13 82 77
"HMEL030463g1" 0 0 0
"HMEL014417g1" 352 1501 1377
"HMEL009487g1" 66 292 320
"HMEL009343g1" 21 64 51
"HMEL008047g1" 0 0 0
"HMEL002540g1" 156 698 821
"HMEL002684g1" 182 758 746
"HMEL003980g1" 156 497 602
"HMEL037319g1" 2 2 4
"HMEL031956g1" 207 697 627
"HMEL031812g1" 14 80 61
"HMEL030516g1" 0 0 0
"HMEL009343g2" 35 146 100
"HMEL003980g2" 87 327 396
"HMEL009343g3" 0 0 0
"HMEL012322g1" 7 37 62
"HMEL011026g1" 178 1971 1393
"HMEL007392g1" 74 343 205
"HMEL037960g1" 26 88 124
"HMEL036664g1" 0 1 10
"HMEL036520g1" 0 0 0
"HMEL035368g1" 35 152 222
"HMEL035224g1" 0 0 0
"HMEL012322g2" 5 31 43
"HMEL011026g2" 17 83 70
"HMEL013959g1" 3 17 50
"HMEL013815g1" 1415 5027 4308
"HMEL008741g1" 0 0 0
"HMEL007445g1" 181 702 756
"HMEL006149g1" 0 2 1
"HMEL005329g1" 204 1231 1278
"HMEL036717g1" 0 0 0
"HMEL017030g1" 405 1351 1399
"HMEL006149g2" 0 0 0
"HMEL034093g1" 1 1 2
"HMEL033273g1" 1 1 1
"HMEL006149g3" 331 1107 1037
"HMEL017227g1" 43 189 128
"HMEL011864g1" 463 2365 2211
"HMEL011720g1" 173 837 504
"HMEL010568g1" 8 17 8
"HMEL010424g1" 529 2403 2078
"HMEL005350g1" 4 5 0
"HMEL004054g1" 8976 23988 16863
"HMEL006790g1" 18 84 99
"HMEL034766g1" 187 472 392
"HMEL034622g1" 1069 3579 2877
"HMEL033326g1" 5 81 60
"HMEL017227g2" 75 440 407
"HMEL010568g2" 0 0 0
"HMEL006987g1" 135 614 737
"HMEL006843g1" 81 370 379
"HMEL005403g1" 1307 4784 4445
"HMEL034819g1" 205 568 654
"HMEL021502g1" 1 0 0
"HMEL020206g1" 217 547 478
"HMEL016572g1" 55 240 210
"HMEL015276g1" 351 1343 1101
"HMEL015132g1" 0 0 0
"HMEL038178g1" 0 1 0
"HMEL038034g1" 0 4 73
"HMEL033491g1" 0 2 2
"HMEL032671g1" 109 541 254
"HMEL031375g1" 0 0 0
"HMEL031231g1" 0 0 0
"HMEL030079g1" 0 0 0
"HMEL017921g1" 11 25 29
"HMEL016625g1" 117 516 591
"HMEL003596g1" 2 10 3
"HMEL002012g1" 12 73 48
"HMEL032868g1" 2 6 8
"HMEL032724g1" 0 0 0
"HMEL031428g1" 5 19 5
"HMEL013181g1" 112 398 418
"HMEL003596g2" 0 1 2
"HMEL003596g3" 0 0 0
"HMEL003596g4" 0 0 0
"HMEL004945g1" 0 0 0
"HMEL015970g1" 93 290 295
"HMEL014530g1" 1 1 6
"HMEL013378g1" 243 836 790
"HMEL013234g1" 91 257 233
"HMEL000061g1" 59 279 250
"HMEL037576g1" 1 1 4
"HMEL037432g1" 0 0 0
"HMEL036136g1" 0 0 0
"HMEL030773g1" 0 0 0
"HMEL014727g1" 30 150 18
"HMEL009797g1" 8 20 17
"HMEL009653g1" 228 919 853
"HMEL008213g1" 5 14 28
"HMEL002994g1" 108 485 371
"HMEL037629g1" 54 165 162
"HMEL030826g1" 0 25 34
"HMEL011283g1" 76 233 253
"HMEL009653g2" 157 716 728
"HMEL034185g1" 1 2 1
"HMEL034041g1" 131 508 338
"HMEL013155" 100 333 211
"HMEL012776g1" 61 258 276
"HMEL012632g1" 94 326 235
"HMEL011336g1" 16 130 225
"HMEL036974g1" 0 0 0
"HMEL036830g1" 21480 79582 59647
"HMEL035678g1" 1 15 9
"HMEL035534g1" 1 9 0
"HMEL034238g1" 4 5 5
"HMEL030991g1" 0 0 1
"HMEL007899g1" 0 3 1
"HMEL007755g1" 7 40 64
"HMEL006459g1" 36 244 260
"HMEL017484g1" 372 1186 1137
"HMEL016044g1" 168 725 720
"HMEL033583g1" 3 16 2
"HMEL032287g1" 140 461 476
"HMEL032143g1" 0 0 0
"HMEL017537g1" 1656 7554 3325
"HMEL010878g1" 534 1687 1519
"HMEL010734g1" 40 270 210
"HMEL005660g1" 204 679 679
"HMEL004220g1" 0 35 3
"HMEL003068g1" 1728 7382 4688
"HMEL034932g1" 0 1 0
"HMEL033636g1" 1 7 9
"HMEL020463g1" 502 2670 946
"HMEL004220g2" 199 654 631
"HMEL005713g1" 176 707 864
"HMEL005857g1" 89 465 586
"HMEL021956g1" 2 3 7
"HMEL009072g1" 3 4 14
"HMEL038200g1" 2 0 2
"HMEL037048g1" 0 0 0
"HMEL031685g1" 0 0 0
"HMEL031541g1" 0 3 1
"HMEL030389g1" 0 0 0
"HMEL030245g1" 0 2 0
"HMEL030101g1" 3 2 1
"HMEL016935g1" 15 87 98
"HMEL015639g1" 1437 4849 3560
"HMEL009269g1" 76 247 243
"HMEL009125g1" 0 0 1
"HMEL003762g1" 73 508 578
"HMEL031738g1" 0 0 1
"HMEL016935g2" 5 16 13
"HMEL012051g1" 657 2062 1956
"HMEL035097g1" 0 2 7
"HMEL014984g1" 63 232 309
"HMEL013688g1" 276 950 1017
"HMEL013400g1" 2231 7831 7218
"HMEL012248g1" 900 1984 1638
"HMEL008470g1" 51 223 268
"HMEL037886g1" 12 157 220
"HMEL037742g1" 0 0 0
"HMEL036446g1" 0 0 0
"HMEL036302g1" 0 0 0
"HMEL035006g1" 82 346 269
"HMEL014984g2" 65 220 262
"HMEL008667g1" 1878 7272 13013
"HMEL008523g1" 38 123 215
"HMEL007227g1" 141 450 275
"HMEL037939g1" 2 32 41
"HMEL010595" 1 0 1
"HMEL010153g1" 147 540 562
"HMEL035171g1" 4 11 28
"HMEL034495g1" 0 0 0
"HMEL034351g1" 0 0 0
"HMEL033199g1" 0 0 0
"HMEL033055g1" 1 3 1
"HMEL017500" 57 260 332
"HMEL012942g1" 43 202 193
"HMEL011646g1" 44 82 21
"HMEL011502g1" 667 2687 2672
"HMEL010206g1" 66 356 407
"HMEL005276g1" 0 4 9
"HMEL035988g1" 0 1 0
"HMEL035844g1" 0 1 0
"HMEL035700g1" 0 0 0
"HMEL034548g1" 0 0 0
"HMEL034404g1" 0 0 0
"HMEL033108g1" 51 17 449
"HMEL020079g1" 0 5 2
"HMEL005949g1" 85 423 473
"HMEL017794g1" 204 756 625
"HMEL016354g1" 141 780 250
"HMEL015058g1" 18 113 112
"HMEL003181g1" 5 39 19
"HMEL032597g1" 3 50 45
"HMEL032453g1" 140 402 306
"HMEL031157g1" 143 480 369
"HMEL031013g1" 6040 16254 11500
"HMEL017847g1" 145 543 478
"HMEL016407g1" 219 981 958
"HMEL010900g1" 5 11 11
"HMEL005970g1" 121 521 219
"HMEL004674g1" 68 227 229
"HMEL033946g1" 139 670 230
"HMEL033802g1" 0 0 0
"HMEL032506g1" 92 398 351
"HMEL003907g1" 8 71 63
"HMEL015752g1" 71 264 254
"HMEL014456g1" 4 8 4
"HMEL014312g1" 726 2587 2537
"HMEL009382g1" 1 3 1
"HMEL008086g1" 1 1 0
"HMEL037358g1" 1 0 0
"HMEL037214g1" 0 0 0
"HMEL031995g1" 8 23 8
"HMEL031851g1" 0 0 0
"HMEL030699g1" 129 891 1177
"HMEL030555g1" 0 10 4
"HMEL030411g1" 1 1 1
"HMEL015805g1" 0 0 6
"HMEL014509g1" 2886 9573 6171
"HMEL009435g1" 2 9 5
"HMEL002632g1" 43 227 271
"HMEL002776g1" 1 30 16
"HMEL031904g1" 568 1804 961
"HMEL030608g1" 1151 4269 3739
"HMEL012361g1" 745 2396 2268
"HMEL002632g2" 36 120 165
"HMEL036083g1" 0 0 0
"HMEL035263g1" 1022 4750 2261
"HMEL013710g1" 53 229 163
"HMEL012558g1" 140 472 496
"HMEL012414g1" 1506 5234 4097
"HMEL011118g1" 37 200 249
"HMEL007484g1" 674 1934 1740
"HMEL007340g1" 188 838 946
"HMEL006044g1" 154 675 598
"HMEL036756g1" 234 825 742
"HMEL036612g1" 586 1712 1451
"HMEL035316g1" 6 26 50
"HMEL022287g1" 0 0 0
"HMEL022287g2" 14 22 11
"HMEL013907g1" 21 49 444
"HMEL008977g1" 7 24 1
"HMEL008833g1" 546 1720 2131
"HMEL036809g1" 1 3 1
"HMEL017122g1" 90 505 545
"HMEL004093g1" 0 0 0
"HMEL035481g1" 76 305 263
"HMEL033365g1" 307 1411 844
"HMEL033221g1" 0 0 0
"HMEL032069g1" 1 6 4
"HMEL020192g1" 16 40 18
"HMEL004093g2" 0 0 0
"HMEL010516g1" 10 0 116
"HMEL006882g1" 2323 7343 6076
"HMEL004002g1" 0 0 0
"HMEL034858g1" 294 707 500
"HMEL034714g1" 119 446 513
"HMEL033418g1" 83 264 411
"HMEL021541g1" 0 9 3
"HMEL020101g1" 16 94 112
"HMEL015171g1" 184 675 951
"HMEL032090g1" 1 5 5
"HMEL015171g2" 187 829 1560
"HMEL006935g1" 23 81 103
"HMEL017960g1" 55 282 269
"HMEL016664g1" 115 342 309
"HMEL003491g1" 342 1615 1234
"HMEL002195g1" 13 63 27
"HMEL038126g1" 0 0 0
"HMEL032763g1" 0 0 0
"HMEL031467g1" 0 0 0
"HMEL031323g1" 0 3 4
"HMEL030027g1" 382 1517 1199
"HMEL003400g1" 9 100 106
"HMEL032816g1" 0 0 0
"HMEL013273g1" 70 406 372
"HMEL036175g1" 280 1042 894
"HMEL036031g1" 2 20 10
"HMEL030192g1" 508 2442 2162
"HMEL013326g1" 235 994 906
"HMEL008252g1" 2 8 5
"HMEL037668g1" 3 35 34
"HMEL037524g1" 0 3 0
"HMEL036228g1" 14 51 51
"HMEL032981g1" 8 50 75
"HMEL030865g1" 276 1162 1153
"HMEL030721g1" 0 0 0
"HMEL013326g2" 8 34 50
"HMEL014819g1" 81 254 250
"HMEL009601g1" 53 190 238
"HMEL030918g1" 0 0 0
"HMEL018034g1" 304 1126 1113
"HMEL011375g1" 42 208 203
"HMEL010079g1" 0 2 0
"HMEL036393g1" 4335 13180 8870
"HMEL035573g1" 0 0 0
"HMEL034277g1" 11 14 998
"HMEL034133g1" 13 71 48
"HMEL011428g1" 12 28 15
"HMEL007794g1" 22 127 166
"HMEL005058g1" 0 0 0
"HMEL036922g1" 0 1 1
"HMEL035626g1" 0 0 0
"HMEL008322" 11057 33171 19175
"HMEL007703g1" 513 3110 2804
"HMEL017576g1" 839 3026 3084
"HMEL017432g1" 1951 4645 2918
"HMEL016136g1" 447 1702 1312
"HMEL010773g1" 20 27 46
"HMEL035791g1" 0 0 0
"HMEL033675g1" 5 30 25
"HMEL033531g1" 0 1 2
"HMEL032379g1" 0 0 0
"HMEL032235g1" 0 0 0
"HMEL010826g1" 251 897 1210
"HMEL005752g1" 279 1843 1316
"HMEL005896g1" 793 2067 1303
"HMEL004312g1" 2263 12859 12377
"HMEL033728g1" 0 1 1
"HMEL014041g1" 145 584 575
"HMEL010826g2" 2 7 7
"HMEL005896g2" 755 2218 1352
"HMEL037087g1" 165 740 731
"HMEL020608g1" 21 162 166
"HMEL016974g1" 0 1 4
"HMEL016830g1" 457 1123 1004
"HMEL015534g1" 1 29 40
"HMEL014238g1" 221 894 831
