"V2" "V3" "V4"
"HMEL035030g1" 0 0 0
"HMEL034498g1" 0 0 0
"HMEL034354g1" 0 0 3
"HMEL034210g1" 14 276 101
"HMEL033058g1" 56 185 167
"HMEL012945g1" 322 1034 929
"HMEL011649g1" 152 403 339
"HMEL011505g1" 0 0 0
"HMEL006575g1" 117 595 682
"HMEL005135g1" 402 1867 1951
"HMEL035847g1" 3 19 8
"HMEL035703g1" 0 0 0
"HMEL034407g1" 62 167 178
"HMEL016160g1" 134 779 485
"HMEL011505g2" 0 2 0
"HMEL017797g1" 49 436 508
"HMEL017653g1" 11 93 122
"HMEL016357g1" 2 2 0
"HMEL016213g1" 42 174 184
"HMEL010994g1" 2 11 27
"HMEL004480g1" 260 885 689
"HMEL034572g1" 0 0 0
"HMEL032456g1" 0 0 0
"HMEL032312g1" 128 550 615
"HMEL031016g1" 0 4 0
"HMEL017653g2" 0 0 0
"HMEL004480g2" 0 4 1
"HMEL017653g3" 82 538 643
"HMEL017653g4" 25 103 189
"HMEL017706g1" 3887 9285 7259
"HMEL010903g1" 29 205 183
"HMEL003237g1" 4 18 25
"HMEL005973g1" 639 2753 2116
"HMEL004677g1" 560 2467 2536
"HMEL033949g1" 0 9 495
"HMEL033805g1" 6 16 12
"HMEL032509g1" 1487 4972 4473
"HMEL014262g1" 578 1741 1797
"HMEL010903g2" 0 1 0
"HMEL031181g1" 0 1 0
"HMEL010903g3" 11 165 140
"HMEL015899g1" 59 317 244
"HMEL014459g1" 0 0 0
"HMEL014315g1" 4 16 8
"HMEL009385g1" 4 20 34
"HMEL037217g1" 11 18 7
"HMEL033970g1" 0 0 0
"HMEL031998g1" 307 1466 1367
"HMEL031854g1" 0 0 0
"HMEL031710g1" 10 12 15
"HMEL030558g1" 0 1 1
"HMEL030414g1" 4 15 4
"HMEL015808g1" 46 382 4247
"HMEL009438g1" 229 656 580
"HMEL031907g1" 0 0 0
"HMEL012220g1" 107 509 435
"HMEL009438g2" 334 1601 1489
"HMEL007290g1" 0 0 0
"HMEL037382g1" 1 0 1
"HMEL036086g1" 156 1368 1709
"HMEL035266g1" 0 0 1
"HMEL035122g1" 332 1158 1077
"HMEL013857g1" 486 2080 2234
"HMEL008783g1" 79 448 341
"HMEL007487g1" 174 588 627
"HMEL037911g1" 0 3 3
"HMEL036759g1" 0 9 4
"HMEL036615g1" 0 0 2
"HMEL035319g1" 46 121 132
"HMEL022146g1" 1299 3834 4265
"HMEL008836g1" 157 585 553
"HMEL008160" 222 728 697
"HMEL017125g1" 307 1291 1505
"HMEL010466g1" 163 941 844
"HMEL005392g1" 189 793 745
"HMEL036780g1" 4 30 42
"HMEL035484g1" 0 1 6
"HMEL035340g1" 1 38 0
"HMEL034664g1" 0 0 0
"HMEL034520g1" 44 290 183
"HMEL033368g1" 1 12 16
"HMEL033224g1" 0 0 0
"HMEL017125g2" 0 0 0
"HMEL005392g2" 2412 4362 11100
"HMEL005392g3" 542 1054 5653
"HmelUGT33S3" 0 0 0
"HmelUGT33S4" 0 0 0
"HMEL011815g1" 419 2850 2880
"HMEL006885g1" 0 1 0
"HMEL006741g1" 0 0 0
"HMEL005301g1" 320 1084 867
"HMEL005445g1" 0 4 0
"HMEL005589g1" 46 227 240
"HMEL034717g1" 7 22 38
"HMEL015174g1" 1061 8239 8565
"HMEL015030g1" 317 1418 1275
"HMEL032093g1" 2 12 6
"HMEL006938g1" 0 0 0
"HMEL017963g1" 50 194 145
"HMEL015227g1" 2 4 13
"HMEL003350g1" 676 2268 2016
"HMEL002054g1" 0 5 0
"HMEL038129g1" 0 0 0
"HMEL034882g1" 2 15 0
"HMEL032766g1" 105 529 625
"HMEL032622g1" 9162 30087 26678
"HMEL031326g1" 0 0 0
"HMEL002054g2" 0 3 0
"HMEL003403g1" 3 10 9
"HMEL032819g1" 16 24 1
"HMEL025009g1" 3 5 3
"HMEL013132g1" 17 65 27
"HMEL038150g1" 87 432 261
"HMEL036178g1" 0 14 25
"HMEL036034g1" 0 0 0
"HMEL031491g1" 0 1 2
"HMEL030195g1" 1 7 13
"HMEL030051g1" 37 185 158
"HMEL013132g2" 14 18 2
"HMEL013132g3" 44 348 345
"HMEL015921g1" 4 20 4
"HMEL013329g1" 1040 4421 4102
"HMEL008399g1" 0 1 8
"HMEL008255g1" 21 71 99
"HMEL008111g1" 255 827 239
"HMEL000012g1" 86 376 431
"HMEL037527g1" 2 5 5
"HMEL032984g1" 0 0 1
"HMEL032840g1" 0 0 3
"HMEL030868g1" 0 0 1
"HMEL030724g1" 0 0 0
"HMEL013329g2" 0 0 0
"HMEL011181g1" 281 740 820
"HMEL022651" 0 0 0
"HMEL013329g3" 416 1899 2082
"HMEL022652" 0 0 0
"HMEL022653" 0 0 0
"HMEL009748g1" 81 271 255
"HMEL009604g1" 296 1346 1240
"HMEL008308g1" 2 4 4
"HMEL022654" 0 0 0
"HMEL018037g1" 2 10 12
"HMEL013970g1" 0 0 0
"HMEL012674g1" 11 22 29
"HMEL012530g1" 63 244 205
"HMEL011378g1" 126 713 970
"HMEL011234g1" 8 38 17
"HMEL009748g2" 30 117 92
"HMEL037692g1" 0 0 0
"HMEL036396g1" 728 2995 2197
"HMEL036252g1" 0 0 1
"HMEL035576g1" 16 99 125
"HMEL035432g1" 3 18 1
"HMEL034136g1" 1 16 12
"HMEL022655" 0 0 0
"HMEL012674g2" 15 48 59
"HMEL012674g3" 2 8 10
"HMEL012674g4" 1405 4535 1669
"HMEL022658" 0 1 0
"HMEL012727g1" 0 0 0
"HMEL012674g5" 42 136 87
"HMEL007653g1" 9 72 63
"HMEL006213g1" 3 4 2
"HMEL006357g1" 4622 12401 9434
"HMEL036925g1" 0 0 2
"HMEL035629g1" 673 1651 1094
"HMEL022659" 0 0 0
"HMEL022456g1" 107 283 274
"HMEL007706g1" 103 716 760
"HMEL017579g1" 7 61 80
"HMEL017435g1" 1 13 51
"HMEL010776g1" 924 2847 2570
"HMEL010632g1" 318 1243 400
"HMEL035794g1" 0 21 16
"HMEL035650g1" 1507 4869 3642
"HMEL033678g1" 0 0 0
"HMEL033534g1" 0 0 0
"HMEL032238g1" 0 0 0
"HMEL017435g2" 7 64 97
"HMEL010632g2" 937 5732 1990
"HMEL003019g1" 0 0 0
"HMEL005611g1" 13 98 21
"HMEL005755g1" 19 80 64
"HMEL005899g1" 170 502 461
"HMEL004315g1" 30 149 168
"HMEL004459g1" 5 18 22
"HMEL021710g1" 671 3206 2135
"HMEL016780g1" 69 336 193
"HMEL015484g1" 64 251 428
"HMEL014188g1" 25 77 74
"HMEL014044g1" 258 1305 1526
"HMEL016780g2" 0 1 10
"HMEL016977g1" 194 727 472
"HMEL016833g1" 892 3061 2767
"HMEL009167g1" 7 41 84
"HMEL033896g1" 0 0 0
"HMEL033752g1" 228 1690 1813
"HMEL032932g1" 8 66 47
"HMEL031636g1" 480 1587 1681
"HMEL003713g1" 37 151 156
"HMEL003857g1" 148 845 736
"HMEL002417g1" 29 159 161
"HMEL007072g1" 45 303 422
"HMEL003713g2" 39 559 169
"HMEL037164g1" 0 0 0
"HMEL037020g1" 19 160 204
"HMEL036488g1" 28 82 145
"HMEL036344g1" 1 0 0
"HMEL036200g1" 17 54 30
"HMEL035048g1" 7 7 10
"HMEL030361g1" 0 0 0
"HMEL009495" 149 667 643
"HMEL007072g2" 4 7 24
"HMEL007072g3" 0 6 1
"HMEL013639g1" 59 179 152
"HMEL009861g1" 2 6 5
"HMEL008565g1" 28 122 54
"HMEL008421g1" 105 277 290
"HMEL007125g1" 503 1589 2245
"HMEL037837g1" 0 4 10
"HMEL010195g1" 94 373 290
"HMEL008565g2" 6 1 2
"HMEL008565g3" 4 0 0
"HMEL008565g4" 2 17 14
"HMEL009914g1" 35 127 175
"HMEL008618g1" 0 0 0
"HMEL011688g1" 0 0 0
"HMEL011400g1" 1 22 3
"HMEL010248g1" 405 1620 1650
"HMEL006470g1" 31118 83847 55126
"HMEL005174g1" 0 0 0
"HMEL036562g1" 0 0 0
"HMEL034446g1" 0 0 0
"HMEL034302g1" 84 257 10
"HMEL033006g1" 245 1063 905
"HMEL007963g1" 114 354 309
"HMEL006523g1" 96 331 271
"HMEL006667g1" 15 112 53
"HMEL005227g1" 181 585 540
"HMEL035939g1" 4 8 4
"HMEL017692g1" 7 14 21
"HMEL016396g1" 503 1711 1986
"HMEL016252g1" 3167 9041 7224
"HMEL006523g2" 133 747 783
"HMEL033171g1" 9 19 8
"HMEL017745g1" 380 1657 1948
"HMEL017601g1" 410 2112 2497
"HMEL016449g1" 535 3542 3680
"HMEL015009g1" 145 579 581
"HMEL010942g1" 419 1828 2052
"HMEL004572g1" 115 483 480
"HMEL003132g1" 410 2782 3049
"HMEL003276g1" 0 0 1
"HmGr45_1" 0 0 0
"HMEL035960g1" 0 0 0
"HMEL033988g1" 5 14 30
"HMEL033844g1" 316 1594 1913
"HMEL033700g1" 24 77 93
"HMEL032548g1" 1181 3345 3718
"HMEL032404g1" 278 1456 1323
"HMEL031108g1" 1953 7763 7746
"HMEL004769g1" 38 217 208
"HMEL005921g1" 95 316 206
"HMEL015794g1" 74 554 508
"HMEL015650g1" 47 216 301
"HMEL014498g1" 919 4330 4115
"HMEL014354g1" 38 161 140
"HMEL014210g1" 0 0 0
"HMEL009280g1" 22 58 115
"HMEL004769g2" 42 272 311
"HMEL038076g1" 0 0 0
"HMEL037256g1" 16 116 166
"HMEL037112g1" 1356 5318 3987
"HMEL031273g1" 32 152 89
"HMEL015847g1" 8 3 12
"HMEL014407g1" 0 1 1
"HMEL009477g1" 2 0 1
"HMEL008037g1" 1 10 67
"HMEL002674g1" 224 965 1008
"HMEL003970g1" 9 55 61
"HMEL037309g1" 0 0 0
"HMEL031946g1" 67 224 212
"HMEL031802g1" 117 405 393
"HMEL030506g1" 0 0 0
"HMEL008037g2" 0 0 0
"HMEL013752g1" 0 1 8
"HMEL012456g1" 165 666 545
"HMEL012312g1" 156 557 575
"HMEL011016g1" 35 378 460
"HMEL006086g1" 48 197 228
"HMEL037474g1" 0 17 16
"HMEL037330g1" 0 0 0
"HMEL035358g1" 275 859 790
"HMEL035214g1" 0 0 0
"HMEL030671g1" 17 58 69
"HMEL013752g2" 1 7 6
"HMEL006086g2" 2 6 2
"HMEL006086g3" 0 0 0
"HMEL006086g4" 0 0 0
"HMEL013949g1" 0 0 0
"HMEL008731g1" 60 180 148
"HMEL007435g1" 1396 5399 5801
"HMEL006139g1" 73 192 221
"HMEL006086g5" 52 113 127
"HMEL036707g1" 1 0 3
"HMEL017164g1" 1 0 0
"HMEL017020g1" 45 223 213
"HMEL010361g1" 1430 4875 4081
"HMEL006139g2" 111 618 747
"HMEL034083g1" 0 0 2
"HMEL006139g3" 448 2509 2432
"HMEL011710g1" 105 431 493
"HMEL010414g1" 163 899 832
"HMEL005340g1" 0 1 2
"HMEL005484g1" 174 461 409
"HMEL004188g1" 84 577 613
"HMEL036872g1" 0 0 0
"HMEL034756g1" 0 0 0
"HMEL034612g1" 0 0 0
"HMEL033316g1" 2 0 1
"HMEL005340g2" 0 5 2
"HMEL005340g3" 1191 4642 5153
"HMEL022661" 0 0 0
"HMEL011907g1" 0 0 0
"HMEL006833g1" 394 1581 1784
"HMEL005537g1" 0 0 1
"HMEL034809g1" 104 476 412
"HMEL015266g1" 739 2787 2509
"HmIR7d3_1" 3 5 3
"HMEL038168g1" 0 5 0
"HMEL038024g1" 1 19 23
"HMEL033481g1" 0 2 1
"HMEL032185g1" 2 0 0
"HMEL032041g1" 34 175 165
"HMEL030069g1" 2 10 7
"HMEL022664" 0 2 0
"HMEL022665" 0 0 0
"HMEL016759g1" 57 236 278
"HMEL015319g1" 15 80 107
"HMEL034974g1" 9 41 8
"HMEL034830g1" 160 554 529
"HMEL032858g1" 33 212 38
"HMEL032714g1" 0 0 0
"HMEL031418g1" 2 8 12
"HMEL022667" 0 0 0
"HMEL013171g1" 71 216 189
"HMEL030090g1" 0 0 0
"HMEL022669" 1 1 0
"HMEL004935g1" 147 836 766
"HMEL003639g1" 6 47 32
"HMEL015960g1" 212 1087 547
"HMEL013368g1" 12 57 190
"HMEL013224g1" 8 6 3
"HMEL008294g1" 18 187 38
"HMEL000051g1" 3 10 7
"HMEL037566g1" 0 0 1
"HMEL037422g1" 0 0 0
"HMEL036126g1" 0 0 1
"HMEL031583g1" 0 0 0
"HMEL030287g1" 42 315 441
"HMEL030143g1" 0 0 0
"HMEL008294g2" 0 0 0
"HMEL009787g1" 95 340 281
"HMEL009643g1" 558 1462 1097
"HMEL008347g1" 171 677 690
"HMEL037619g1" 0 1 3
"HMEL030816g1" 0 0 0
"HMEL018076g1" 5 25 37
"HMEL011273g1" 158 582 510
"HMEL009643g2" 3 2 2
"HMEL036291g1" 6 29 26
"HMEL009643g3" 5 0 5
"HMEL012766g1" 90 292 285
"HMEL012622g1" 213 918 892
"HMEL011326g1" 137 632 486
"HMEL006252g1" 575 2532 3107
"HMEL037784g1" 4 3 2
"HMEL037640g1" 821 4110 1263
"HMEL035668g1" 5 30 49
"HMEL035524g1" 528 2709 2405
"HMEL034228g1" 0 1 2
"HMEL030981g1" 5 3 78
"HMEL012819g1" 58 208 172
"HMEL006449g1" 191 995 971
"HMEL005009g1" 1007 3729 4546
"HMEL022548g1" 363 1943 2131
"HMEL022404g1" 194 694 576
"HMEL021108g1" 209 1504 1960
"HMEL010671g1" 2 4 13
"HMEL034393g1" 0 0 0
"HMEL033097g1" 0 3 0
"HMEL022548g2" 1 0 0
"HMEL022548g3" 22 184 213
"HMEL035886g1" 1575 13959 6742
"HMEL035742g1" 107 490 52
"HMEL034922g1" 0 4 0
"HMEL033626g1" 0 0 0
"HMEL007303" 0 4 0
"HMEL007304" 31 119 56
"HMEL005847g1" 114 736 464
"HMEL021946g1" 286 1272 1225
"HMEL016872g1" 590 2815 2910
"HMEL015432g1" 105 254 204
"HMEL014136g1" 62 227 261
"HMEL037038g1" 0 63 0
"HMEL033791g1" 4 17 15
"HMEL032495g1" 10 19 56
"HMEL032351g1" 53 313 377
"HMEL031199g1" 0 3 3
"HMEL031055g1" 372 1338 1471
"HMEL030379g1" 1122 3764 3444
"HMEL030235g1" 72 244 246
"HMEL015432g2" 345 1259 1132
"HMEL015629g1" 145 383 361
"HMEL009259g1" 64 208 267
"HMEL009115g1" 1 344 127
"HMEL002312g1" 63 476 390
"HMEL003752g1" 73 286 255
"HMEL031728g1" 0 0 0
"HMEL012185g1" 0 0 2
"HMEL002509g1" 3428 12153 7727
"HMEL013678g1" 409 2184 2172
"HMEL012238g1" 3070 10359 8749
"HMEL007164g1" 473 2027 2419
"HMEL007020g1" 9 41 65
"HMEL036436g1" 0 11 5
"HMEL031893g1" 0 2 0
"HMEL030597g1" 80 202 158
"HMEL030453g1" 95 787 1247
"HMEL008657g1" 85 257 224
"HMEL007217g1" 0 4 7
"HMEL037929g1" 0 4 0
"HMEL010143g1" 425 1330 1225
"HMEL007217g2" 0 0 0
"HMEL035161g1" 692 2252 1786
"HMEL005122g1" 78 795 862
"HMEL006562g1" 0 0 0
"HmelUGT33U1" 0 0 0
"HMEL037950g1" 8 7 13
"HMEL036798g1" 289 1155 1298
"HMEL036654g1" 0 0 0
"HMEL036510g1" 0 1 7
"HMEL035978g1" 511 2156 1967
"HMEL035834g1" 103 412 487
"HMEL034538g1" 0 0 0
"HMEL021221g1" 240 689 1552
"HMEL020069g1" 8 40 25
"HMEL005122g2" 833 3735 3156
"HmelUGT33U2" 0 0 0
"HMEL020069g2" 35 176 86
"HmelUGT33U3" 0 0 0
"HmelUGT33U4" 0 0 0
"HMEL007911g1" 94 487 439
"HmelUGT33U5" 0 0 0
"HMEL021418g1" 1 2 4
"HMEL017784g1" 6 90 22
"HMEL016344g1" 152 571 503
"HMEL015048g1" 1 0 4
"HMEL010981g1" 0 1 0
"HMEL033263g1" 419 1101 2366
"HMEL031147g1" 1 30 9
"HMEL031003g1" 260 1142 1130
"HMEL020090g1" 1 0 2
"HMEL015048g2" 0 0 0
"HMEL010981g2" 0 0 0
"HMEL017837g1" 137 436 435
"HMEL033936g1" 0 0 0
"HMEL014393g1" 2 7 0
"HMEL015886g1" 88 397 507
"HMEL014446g1" 160 661 619
"HMEL014302g1" 5 14 18
"HMEL008076g1" 251 859 359
"HMEL037348g1" 1 15 3
"HMEL037204g1" 0 2 0
"HMEL032661g1" 0 0 3
"HMEL031365g1" 0 0 1
"HMEL031221g1" 1 2 1
"HMEL030689g1" 4 19 0
"HMEL030545g1" 0 4 11
"HMEL030401g1" 4 11 99
"HMEL015886g2" 0 4 4
"HMEL008076g2" 0 5 2
"HMEL015939g1" 347 1195 1194
"HMEL009569g1" 487 1763 1088
"HMEL009425g1" 274 2300 2451
"HMEL002622g1" 0 0 0
"HMEL022670" 0 0 0
"HMEL012351g1" 5 13 3
"HMEL036073g1" 352 588 195
"HMEL022671" 0 0 0
"HMEL022672" 0 0 0
"HMEL002819g1" 112 452 469
"HMEL013988g1" 89 311 312
"HMEL013844g1" 6 56 56
"HMEL013700g1" 155 420 556
"HMEL012548g1" 7 23 11
"HMEL012404g1" 275 1129 866
"HMEL007474g1" 225 777 1344
"HMEL007330g1" 8 16 26
"HMEL006034g1" 0 16 17
"HMEL006178g1" 0 0 0
"HMEL036746g1" 0 0 0
"HMEL036602g1" 0 0 0
"HMEL035306g1" 0 0 2
"HMEL030763g1" 229 790 159
"HMEL022133g1" 22 68 92
"HMEL006178g2" 67 188 174
"HMEL008967g1" 1 0 5
"HMEL008823g1" 131 395 395
"HMEL017256g1" 79 249 207
"HMEL017112g1" 3 12 19
"HMEL010453g1" 0 3 1
"HMEL004083g1" 8 30 38
"HMEL035471g1" 0 0 0
"HMEL034175g1" 373 1927 1978
"HMEL034031g1" 75 238 126
"HMEL032059g1" 1 3 4
"HMEL004083g2" 62 158 106
"HMEL011802g1" 3 30 75
"HMEL006872g1" 0 0 0
"HMEL005432g1" 16 31 54
"HMEL004136g1" 12 58 21
"HMEL036964g1" 2 0 1
"HMEL036820g1" 28 152 130
"HMEL034848g1" 5 1 8
"HMEL034704g1" 0 0 0
"HMEL033408g1" 0 1 0
"HMEL021675g1" 21 50 24
"HMEL020379g1" 0 0 3
"HMEL020235g1" 39 169 141
"HMEL005432g2" 0 0 21
"HMEL032080g1" 0 0 3
"HMEL020379g2" 0 1 0
"HMEL006925g1" 1024 3131 5387
"HMEL005629g1" 360 2243 152
"HMEL016654g1" 472 1875 2190
"HMEL015358g1" 235 917 1129
"HMEL015214g1" 5071 11663 6989
"HMEL003481g1" 9 25 4
"HMEL002041g1" 17 72 118
"HMEL038116g1" 0 0 0
"HMEL033573g1" 3 11 1
"HMEL032277g1" 353 1224 1006
"HMEL032133g1" 466 1376 1427
"HMEL031457g1" 0 0 1
"HMEL031313g1" 150 407 391
"HMEL030017g1" 106 473 513
"HMEL016654g2" 0 0 0
"HMEL002041g2" 1 3 9
"HMEL016654g3" 5 8 10
"HMEL016654g4" 2 6 4
"HMEL016654g5" 107 906 1127
"HMEL002238g1" 256 795 451
"HMEL004974g1" 28 115 100
"HMEL003534g1" 15 41 110
"HMEL032806g1" 0 4 0
"HMEL021893g1" 32 294 121
"HMEL002238g2" 0 0 2
"HMEL030182g1" 15 80 23
"HMEL002238g3" 370 1115 714
"HMEL013316g1" 1363 5024 5073
"HMEL009682g1" 21 176 288
"HMEL008386g1" 140 431 471
"HMEL037658g1" 63 256 399
"HMEL037514g1" 143 643 657
"HMEL036218g1" 0 12 6
"HMEL032971g1" 0 0 0
"HMEL031675g1" 14 19 23
"HMEL031531g1" 0 0 0
"HMEL030999g1" 67 367 261
"HMEL030855g1" 0 0 0
"HMEL030711g1" 130 647 526
"HMEL009682g2" 4 38 58
"HMEL009682g3" 0 1 2
"HMEL009682g4" 3 15 10
"HMEL014809g1" 21 109 84
"HMEL009735g1" 2 4 7
"HMEL009682g5" 202 1338 1550
"HMEL002932g1" 71 260 172
"HMEL030908g1" 0 5 14
"HMEL018024g1" 25 170 187
"HMEL014809g2" 502 2014 1327
"HMEL011221g1" 431 1547 1640
"HMEL010069g1" 125 465 584
"HMEL009735g2" 5 11 32
"HMEL009682g6" 2 63 58
"HMEL006291g1" 27 149 175
"HMEL036383g1" 6 20 8
"HMEL035087g1" 9 38 32
"HMEL009682g7" 293 1486 1488
"HMEL012714g1" 19 87 55
"HMEL011418g1" 69 419 431
"HMEL007784g1" 30 32 32
"HMEL007640g1" 22 176 199
"HMEL006200g1" 0 3 5
"HMEL006488g1" 0 0 3
"HMEL037876g1" 0 1 10
"HMEL037732g1" 23 39 20
"HMEL036912g1" 3 4 4
"HMEL035616g1" 0 5 2
"HMEL022587g1" 82 827 917
"HMEL021147g1" 40 85 45
"HMEL021003g1" 0 5 16
"HMEL016073g1" 25 106 96
"HMEL010090g1" 360 2251 1717
"HMEL007837g1" 95 630 582
"HMEL017566g1" 713 2408 2416
"HMEL017422g1" 67 524 659
"HMEL016126g1" 6 23 6
"HMEL035781g1" 0 8 0
"HMEL034485g1" 4 29 106
"HMEL034341g1" 1 14 83
"HMEL033189g1" 0 1 2
"HMEL033045g1" 0 4 1
"HMEL032369g1" 109 450 382
"HMEL032225g1" 2 1 0
"HMEL017422g2" 41 420 652
"HMEL005742g1" 77 431 431
"HMEL004302g1" 68 246 225
"HMEL004446g1" 186 533 638
"HMEL033718g1" 120 356 369
"HMEL021841g1" 5 18 3
"HMEL016291g1" 253 967 1084
"HMEL015471g1" 1382 4164 3349
"HMEL014175g1" 0 0 1
"HMEL014031g1" 202 896 483
"HMEL005742g2" 102 315 272
"HMEL032390g1" 1 17 2
"HMEL031094g1" 68 321 297
"HMEL014175g2" 1 0 2
"HMEL016964g1" 88 386 502
"HMEL015524g1" 776 2557 2058
"HMEL009298g1" 0 0 1
"HMEL009154g1" 216 800 934
"HMEL009010g1" 1 0 0
"HMEL003791g1" 130 678 915
"HMEL002495g1" 125 363 534
"HMEL033883g1" 7 28 16
"HMEL032587g1" 0 0 1
"HMEL032443g1" 18 56 6
"HMEL031767g1" 22 95 71
"HMEL031623g1" 0 0 5
"HMEL030327g1" 2 6 2
"HMEL009298g2" 101 410 1266
"HmelUGT33V1" 0 0 0
"HmelUGT33V2" 0 0 0
"HMEL009207g1" 280 1223 792
"HMEL003700g1" 235 1185 1249
"HMEL003844g1" 22 107 116
"HMEL002548g1" 0 0 11
"HMEL012277g1" 14 90 126
"HMEL012133g1" 6305 15404 12181
"HMEL037295g1" 0 0 1
"HMEL037151g1" 103 395 470
"HMEL030492g1" 0 1 0
"HMEL012277g2" 2 5 4
"HMEL013626g1" 3 9 14
"HMEL009992g1" 45 118 122
"HMEL008552g1" 898 3085 2800
"HMEL007256g1" 71 410 446
"HMEL037968g1" 29 107 100
"HMEL037824g1" 15 114 5
"HMEL036528g1" 189 1408 1242
"HMEL031985g1" 22 37 32
"HMEL031841g1" 440 2075 2133
"HMEL022059g1" 65 291 278
"HMEL010182g1" 3 21 11
"HMEL009992g2" 0 0 0
"HMEL008552g2" 5 6 9
"HMEL007256g2" 0 15 7
"HMEL009992g3" 0 9 3
"HMEL008552g3" 0 0 0
"HMEL007256g3" 0 0 0
"HMEL009992g4" 157 479 503
"HMEL007256g4" 0 0 0
"HMEL008749g1" 0 2 0
"HMEL007256g5" 85 378 376
"HMEL017038g1" 121 578 612
"HMEL011531g1" 53 239 245
"HMEL010235g1" 288 910 721
"HMEL036693g1" 0 0 0
"HMEL035397g1" 28 77 71
"HMEL035253g1" 148 428 403
"HMEL033137g1" 1 4 0
"HMEL011728g1" 686 3287 4336
"HMEL007950g1" 6737 20440 10751
"HMEL006510g1" 0 2 2
"HMEL006654g1" 1430 3799 2583
"HMEL005214g1" 1 1 2
"HMEL005358g1" 338 1167 1166
"HMEL035926g1" 0 1 4
"HMEL021457g1" 2 7 0
"HMEL021313g1" 466 2922 2470
"HMEL020017g1" 7 15 10
"HMEL015087g1" 38 113 191
"HMEL007950g2" 77 335 46
"HMEL006654g2" 211 817 728
"HMEL005358g2" 15 65 65
"HMEL021457g2" 2 33 8
"HMEL005358g3" 4 5 60
"HMEL005358g4" 341 2487 2605
"HMEL006707g1" 111 498 468
"HMEL016436g1" 2 9 10
"HMEL003263g1" 441 2221 2783
"HMEL034795g1" 2 14 19
"HMEL034651g1" 86 269 257
"HMEL033499g1" 0 2 0
"HMEL033355g1" 14 30 96
"HMEL033211g1" 20 42 44
"HMEL032679g1" 0 1 2
"HMEL032535g1" 0 0 1
"HMEL031239g1" 27 130 117
"HMEL003263g2" 64 605 942
"HMEL003316g1" 136 376 202
"HMEL004612g1" 9 34 40
"HMEL004756g1" 150 761 780
"HMEL020711g1" 79 216 180
"HMEL014485g1" 1 0 0
"HMEL014341g1" 27 127 99
"HMEL013189g1" 72 294 313
"HMEL013045g1" 7 35 82
"HMEL038063g1" 0 7 11
"HMEL031260g1" 350 1815 1641
"HMEL014341g2" 4 24 20
"HMEL013045g2" 1 5 18
"HMEL013045g3" 6 57 112
"HMEL004809g1" 251 642 558
"HMEL015978g1" 0 0 7
"HMEL014538g1" 428 1435 1576
"HMEL009464g1" 103 349 302
"HMEL009320g1" 265 1388 1221
"HMEL008168g1" 124 393 347
"HMEL008024g1" 493 2700 2775
"HMEL002661g1" 148 341 995
"HMEL032897g1" 74 416 426
"HMEL032753g1" 1142 5184 7074
"HMEL030637g1" 1 0 1
"HMEL015978g2" 3 0 0
"HMEL002714g1" 818 3639 4009
"HMEL013954" 0 0 1
"HMEL012443g1" 63 183 212
"HMEL011147g1" 86 755 678
"HMEL011003g1" 180 581 520
"HMEL037461g1" 67 243 235
"HMEL036165g1" 2 13 25
"HMEL036021g1" 9 30 25
"HMEL034049g1" 0 15 0
"HMEL013955" 0 0 9
"HMEL011003g2" 123 506 559
"HMEL013936g1" 79 240 249
"HMEL008862g1" 233 1453 1433
"HMEL036838g1" 0 1 0
"HMEL017295g1" 43 231 242
"HMEL013936g2" 271 1065 1229
"HMEL034070g1" 1 13 5
"HMEL008915g1" 0 0 38
"HMEL011985g1" 771 2931 2570
"HMEL010545g1" 161 779 785
"HMEL004031g1" 1 14 28
"HMEL035563g1" 0 1 0
"HMEL034267g1" 64 325 357
"HMEL034123g1" 1 7 29
"HMEL033447g1" 0 0 0
"HMEL033303g1" 231 1008 1411
"HMEL032007g1" 3 14 2
"HMEL005524g1" 311 1020 903
"HMEL021623g1" 162 446 480
"HMEL016693g1" 46 136 115
"HMEL015397g1" 0 0 0
"HMEL032172g1" 0 27 41
"HMEL016746g1" 119 445 3152
"HMEL015306g1" 99 337 313
"HMEL002133g1" 23 110 94
"HMEL038208g1" 0 2 0
"HMEL034961g1" 2 8 2
"HMEL033665g1" 22 177 102
"HMEL033521g1" 0 0 0
"HMEL031549g1" 0 0 0
"HMEL031405g1" 274 1118 961
"HMEL030109g1" 0 0 0
"HMEL003626g1" 0 5 8
"HMEL014795g1" 94 266 91
"HMEL013211g1" 187 618 759
"HMEL012059g1" 452 2078 1200
"HMEL008281g1" 309 1383 1141
"HMEL003626g2" 89 362 407
"HMEL037077g1" 19 58 67
"HMEL031570g1" 304 1239 1225
"HMEL030274g1" 31 81 82
"HMEL030130g1" 0 2 1
"HMEL003626g3" 3 1 2
"HMEL003626g4" 0 3 69
"HMEL014848g1" 218 859 694
"HMEL014704g1" 0 0 0
"HMEL009774g1" 65 275 230
"HMEL008478g1" 1309 4994 3361
"HMEL008334g1" 1146 2384 1163
"HMEL002971g1" 11 53 71
"HMEL037606g1" 1 1 11
"HMEL030947g1" 456 1886 2002
"HMEL030803g1" 0 0 0
"HMEL018063g1" 40 309 332
"HMEL014848g2" 232 1704 1405
"HMEL012080g1" 2 6 4
"HMEL011260g1" 3 1 0
"HMEL002971g2" 2002 7677 8835
